分拣中心,日期,小时,货量
SC15,2023/11/5,22,591
SC15,2023/11/21,1,277
SC15,2023/11/12,20,286
SC15,2023/11/21,0,426
SC15,2023/11/8,16,411
SC15,2023/11/1,11,933
SC15,2023/11/4,20,83
SC15,2023/11/1,19,474
SC15,2023/11/13,21,458
SC15,2023/11/17,18,80
SC15,2023/11/10,20,240
SC15,2023/11/17,13,197
SC15,2023/11/25,19,415
SC15,2023/11/11,11,233
SC15,2023/11/15,18,4
SC15,2023/11/26,10,0
SC15,2023/11/9,20,38
SC15,2023/11/17,19,260
SC15,2023/11/18,17,318
SC15,2023/11/10,4,0
SC15,2023/11/9,22,296
SC15,2023/11/27,2,73
SC15,2023/11/27,20,31
SC15,2023/11/17,0,314
SC15,2023/11/26,12,315
SC15,2023/11/6,11,476
SC15,2023/11/24,13,474
SC15,2023/11/1,13,316
SC15,2023/11/17,21,395
SC15,2023/11/24,0,443
SC15,2023/11/16,13,206
SC15,2023/11/24,19,227
SC15,2023/11/24,11,367
SC15,2023/11/28,20,25
SC15,2023/11/28,2,45
SC15,2023/11/11,5,0
SC15,2023/11/5,18,10
SC15,2023/11/11,15,751
SC15,2023/11/4,2,353
SC15,2023/11/15,22,848
SC15,2023/11/19,13,107
SC15,2023/11/13,0,226
SC15,2023/11/26,17,672
SC15,2023/11/2,23,225
SC15,2023/11/1,10,0
SC15,2023/11/7,10,0
SC15,2023/11/16,22,633
SC15,2023/11/4,0,491
SC15,2023/11/29,23,594
SC15,2023/11/13,19,0
SC15,2023/11/13,11,499
SC15,2023/11/12,15,535
SC15,2023/11/3,19,229
SC15,2023/11/2,13,214
SC15,2023/11/10,23,67
SC15,2023/11/5,19,249
SC15,2023/11/30,2,180
SC15,2023/11/26,19,0
SC15,2023/11/18,19,0
SC15,2023/11/30,20,100
SC15,2023/11/19,23,131
SC15,2023/11/13,12,222
SC15,2023/11/21,19,0
SC15,2023/11/8,2,43
SC15,2023/11/4,22,361
SC15,2023/11/1,23,145
SC15,2023/11/1,4,0
SC15,2023/11/26,11,330
SC15,2023/11/18,11,1130
SC15,2023/11/8,12,436
SC15,2023/11/2,15,490
SC15,2023/11/3,15,25
SC15,2023/11/2,14,410
SC15,2023/11/6,22,94
SC15,2023/11/8,13,231
SC15,2023/11/4,15,76
SC15,2023/11/12,16,560
SC15,2023/11/24,17,21
SC15,2023/11/1,17,462
SC15,2023/11/24,10,0
SC15,2023/11/6,0,380
SC15,2023/11/1,1,257
SC15,2023/11/26,13,152
SC15,2023/11/16,10,0
SC15,2023/11/2,0,199
SC15,2023/11/9,16,276
SC15,2023/11/7,14,0
SC15,2023/11/22,21,271
SC15,2023/11/29,0,259
SC15,2023/11/16,17,622
SC15,2023/11/12,1,563
SC15,2023/11/11,19,182
SC15,2023/11/20,15,0
SC15,2023/11/29,21,755
SC15,2023/11/30,16,92
SC15,2023/11/23,2,59
SC15,2023/11/17,12,392
SC15,2023/11/5,15,0
SC15,2023/11/26,21,755
SC15,2023/11/18,21,297
SC15,2023/11/24,3,0
SC15,2023/11/22,16,156
SC15,2023/11/14,16,309
SC15,2023/11/27,22,502
SC15,2023/11/20,16,161
SC15,2023/11/18,12,433
SC15,2023/11/23,20,94
SC15,2023/11/26,18,197
SC15,2023/11/2,6,0
SC15,2023/11/25,16,187
SC15,2023/11/23,17,732
SC15,2023/11/12,18,287
SC15,2023/11/28,22,584
SC15,2023/11/29,13,755
SC15,2023/11/10,0,300
SC15,2023/11/22,22,553
SC15,2023/11/24,23,206
SC15,2023/11/5,2,73
SC15,2023/11/20,22,64
SC15,2023/11/3,11,315
SC15,2023/11/8,21,642
SC15,2023/11/12,21,463
SC15,2023/11/14,22,716
SC15,2023/11/13,23,356
SC15,2023/11/14,1,429
SC15,2023/11/8,1,269
SC15,2023/11/30,0,392
SC15,2023/11/7,17,338
SC15,2023/11/28,0,411
SC15,2023/11/9,21,320
SC15,2023/11/27,19,0
SC15,2023/11/13,17,550
SC15,2023/11/5,16,340
SC15,2023/11/17,10,0
SC15,2023/11/10,14,39
SC15,2023/11/7,2,107
SC15,2023/11/7,20,51
SC15,2023/11/15,1,278
SC15,2023/11/1,3,538
SC15,2023/11/10,1,560
SC15,2023/11/20,20,93
SC15,2023/11/6,10,0
SC15,2023/11/6,17,649
SC15,2023/11/6,19,0
SC15,2023/11/8,20,49
SC15,2023/11/12,2,78
SC15,2023/11/27,9,0
SC15,2023/11/17,16,595
SC15,2023/11/5,20,16
SC15,2023/11/26,23,122
SC15,2023/11/12,11,401
SC15,2023/11/11,17,61
SC15,2023/11/11,10,30
SC15,2023/11/24,9,0
SC15,2023/11/11,13,241
SC15,2023/11/14,2,306
SC15,2023/11/16,12,356
SC15,2023/11/6,20,52
SC15,2023/11/5,23,134
SC15,2023/11/7,16,193
SC15,2023/11/10,21,260
SC15,2023/11/6,2,56
SC15,2023/11/30,22,684
SC15,2023/11/24,21,477
SC15,2023/11/27,11,417
SC15,2023/11/23,10,0
SC15,2023/11/9,10,0
SC15,2023/11/10,22,346
SC15,2023/11/9,12,471
SC15,2023/11/3,16,166
SC15,2023/11/16,0,261
SC15,2023/11/11,16,538
SC15,2023/11/1,21,221
SC15,2023/11/1,12,329
SC15,2023/11/3,21,721
SC15,2023/11/11,12,720
SC15,2023/11/25,22,288
SC15,2023/11/11,22,22
SC15,2023/11/23,16,224
SC15,2023/11/7,0,291
SC15,2023/11/13,1,375
SC15,2023/11/26,16,149
SC15,2023/11/16,2,77
SC15,2023/11/10,13,807
SC15,2023/11/13,3,0
SC15,2023/11/14,20,41
SC15,2023/11/22,2,120
SC15,2023/11/10,16,204
SC15,2023/11/30,1,251
SC15,2023/11/27,23,248
SC15,2023/11/12,0,198
SC15,2023/11/4,1,428
SC15,2023/11/18,22,483
SC15,2023/11/20,10,0
SC15,2023/11/21,16,151
SC15,2023/11/18,13,99
SC15,2023/11/9,14,0
SC15,2023/11/22,20,113
SC15,2023/11/10,18,717
SC15,2023/11/13,13,35
SC15,2023/11/22,17,871
SC15,2023/11/29,12,608
SC15,2023/11/19,16,473
SC15,2023/11/29,17,666
SC15,2023/11/2,17,201
SC15,2023/11/25,13,572
SC15,2023/11/11,23,94
SC15,2023/11/11,4,0
SC15,2023/11/4,16,544
SC15,2023/11/8,0,385
SC15,2023/11/16,21,190
SC15,2023/11/6,12,233
SC15,2023/11/19,19,0
SC15,2023/11/28,16,198
SC15,2023/11/18,16,607
SC15,2023/11/9,11,466
SC15,2023/11/9,19,883
SC15,2023/11/15,0,259
SC15,2023/11/8,18,541
SC15,2023/11/15,13,84
SC15,2023/11/29,11,402
SC15,2023/11/2,19,132
SC15,2023/11/2,11,167
SC15,2023/11/12,13,486
SC15,2023/11/29,19,0
SC15,2023/11/22,0,398
SC15,2023/11/30,18,19
SC15,2023/11/8,23,118
SC15,2023/11/9,1,404
SC15,2023/11/7,11,377
SC15,2023/11/7,18,551
SC15,2023/11/19,10,0
SC15,2023/11/11,18,0
SC15,2023/11/29,2,38
SC15,2023/11/21,11,944
SC15,2023/11/16,23,170
SC15,2023/11/4,3,300
SC15,2023/11/23,11,798
SC15,2023/11/23,19,0
SC15,2023/11/30,3,13
SC15,2023/11/2,2,115
SC15,2023/11/10,17,408
SC15,2023/11/10,10,0
SC15,2023/11/6,13,417
SC15,2023/11/1,15,112
SC15,2023/11/7,22,478
SC15,2023/11/17,23,120
SC15,2023/11/30,12,546
SC15,2023/11/4,21,355
SC15,2023/11/28,12,279
SC15,2023/11/18,23,82
SC15,2023/11/24,1,285
SC15,2023/11/29,10,0
SC15,2023/11/3,22,481
SC15,2023/11/17,17,504
SC15,2023/11/9,15,0
SC15,2023/11/21,10,0
SC15,2023/11/10,3,0
SC15,2023/11/6,23,135
SC15,2023/11/17,1,574
SC15,2023/11/3,2,143
SC15,2023/11/30,21,782
SC15,2023/11/11,9,0
SC15,2023/11/4,12,171
SC15,2023/11/25,12,340
SC15,2023/11/25,21,725
SC15,2023/11/11,21,342
SC15,2023/11/3,12,1179
SC15,2023/11/21,20,112
SC15,2023/11/20,2,143
SC15,2023/11/28,21,686
SC15,2023/11/25,0,435
SC15,2023/11/7,23,191
SC15,2023/11/3,0,128
SC15,2023/11/5,17,651
SC15,2023/11/1,6,0
SC15,2023/11/6,1,364
SC15,2023/11/20,19,0
SC15,2023/11/23,0,281
SC15,2023/11/21,2,37
SC15,2023/11/9,17,192
SC15,2023/11/13,20,47
SC15,2023/11/7,13,1041
SC15,2023/11/14,11,267
SC15,2023/11/14,19,157
SC15,2023/11/5,10,0
SC15,2023/11/22,11,415
SC15,2023/11/11,0,152
SC15,2023/11/27,21,483
SC15,2023/11/29,20,168
SC15,2023/11/8,3,0
SC15,2023/11/23,23,106
SC15,2023/11/10,9,0
SC15,2023/11/22,19,0
SC15,2023/11/27,12,526
SC15,2023/11/13,16,224
SC15,2023/11/13,2,156
SC15,2023/11/24,12,282
SC15,2023/11/15,23,75
SC15,2023/11/22,1,399
SC15,2023/11/23,13,352
SC15,2023/11/3,13,368
SC15,2023/11/25,18,230
SC15,2023/11/5,1,381
SC15,2023/11/27,1,89
SC15,2023/11/5,14,170
SC15,2023/11/20,11,404
SC15,2023/11/12,3,0
SC15,2023/11/19,18,278
SC15,2023/11/3,10,0
SC15,2023/11/19,11,259
SC15,2023/11/28,13,127
SC15,2023/11/4,23,183
SC15,2023/11/25,17,84
SC15,2023/11/9,0,238
SC15,2023/11/30,13,237
SC15,2023/11/6,16,276
SC15,2023/11/1,22,194
SC15,2023/11/25,23,179
SC15,2023/11/15,10,0
SC15,2023/11/23,22,403
SC15,2023/11/7,1,240
SC15,2023/11/19,12,315
SC15,2023/11/29,1,271
SC15,2023/11/2,12,616
SC15,2023/11/15,17,333
SC15,2023/11/21,17,738
SC15,2023/11/21,13,81
SC15,2023/11/2,1,276
SC15,2023/11/21,23,250
SC15,2023/11/23,18,2
SC15,2023/11/19,17,401
SC15,2023/11/12,23,311
SC15,2023/11/20,17,667
SC15,2023/11/17,11,984
SC15,2023/11/9,2,44
SC15,2023/11/5,12,494
SC15,2023/11/15,16,95
SC15,2023/11/26,0,296
SC15,2023/11/20,1,200
SC15,2023/11/17,2,236
SC15,2023/11/3,18,294
SC15,2023/11/17,20,62
SC15,2023/11/5,13,346
SC15,2023/11/10,12,649
SC15,2023/11/23,1,165
SC15,2023/11/15,11,342
SC15,2023/11/11,14,115
SC15,2023/11/8,11,495
SC15,2023/11/8,19,4
SC15,2023/11/28,23,343
SC15,2023/11/3,23,340
SC15,2023/11/2,21,216
SC15,2023/11/12,14,270
SC15,2023/11/18,0,291
SC15,2023/11/3,20,85
SC15,2023/11/12,22,302
SC15,2023/11/28,1,149
SC15,2023/11/14,17,115
SC15,2023/11/26,22,195
SC15,2023/11/22,10,0
SC15,2023/11/27,13,186
SC15,2023/11/1,14,192
SC15,2023/11/14,0,463
SC15,2023/11/12,19,33
SC15,2023/11/4,13,307
SC15,2023/11/6,18,89
SC15,2023/11/5,21,417
SC15,2023/11/19,21,309
SC15,2023/11/3,3,2
SC15,2023/11/20,21,566
SC15,2023/11/8,17,393
SC15,2023/11/1,20,59
SC15,2023/11/1,2,227
SC15,2023/11/5,11,424
SC15,2023/11/24,2,74
SC15,2023/11/14,21,371
SC15,2023/11/20,12,363
SC15,2023/11/22,12,309
SC15,2023/11/14,12,423
SC15,2023/11/12,17,312
SC15,2023/11/2,20,188
SC15,2023/11/30,23,560
SC15,2023/11/24,20,153
SC15,2023/11/23,14,134
SC15,2023/11/11,3,0
SC15,2023/11/25,10,0
SC15,2023/11/3,17,254
SC15,2023/11/24,22,294
SC15,2023/11/7,19,72
SC15,2023/11/8,22,221
SC15,2023/11/16,1,351
SC15,2023/11/11,2,85
SC15,2023/11/11,20,504
SC15,2023/11/8,10,0
SC15,2023/11/13,22,427
SC15,2023/11/20,0,304
SC15,2023/11/25,20,87
SC15,2023/11/15,19,640
SC15,2023/11/3,14,298
SC15,2023/11/16,16,281
SC15,2023/11/4,10,268
SC15,2023/11/28,11,569
SC15,2023/11/25,8,0
SC15,2023/11/15,2,38
SC15,2023/11/4,11,255
SC15,2023/11/4,19,0
SC15,2023/11/30,11,896
SC15,2023/11/24,18,650
SC15,2023/11/11,8,0
SC15,2023/11/19,22,576
SC15,2023/11/28,19,0
SC15,2023/11/15,20,46
SC15,2023/11/30,19,0
SC15,2023/11/1,18,327
SC15,2023/11/3,8,0
SC15,2023/11/7,12,526
SC15,2023/11/4,17,434
SC15,2023/11/2,22,405
SC15,2023/11/28,17,23
SC15,2023/11/26,1,376
SC15,2023/11/18,2,43
SC15,2023/11/23,12,330
SC15,2023/11/23,21,513
SC15,2023/11/13,18,241
SC15,2023/11/7,21,315
SC15,2023/11/28,10,0
SC15,2023/11/26,20,65
SC15,2023/11/9,23,343
SC15,2023/11/30,17,708
SC15,2023/11/12,8,0
SC15,2023/11/18,1,509
SC15,2023/11/24,16,214
SC15,2023/11/29,22,626
SC15,2023/11/19,2,131
SC15,2023/11/25,2,34
SC15,2023/11/14,3,46
SC15,2023/11/20,3,0
SC15,2023/11/19,20,48
SC15,2023/11/1,16,786
SC15,2023/11/17,22,487
SC15,2023/11/5,0,222
SC15,2023/11/26,2,52
SC15,2023/11/6,21,672
SC15,2023/11/2,18,257
SC15,2023/11/9,13,542
SC15,2023/11/30,10,0
SC15,2023/11/15,21,368
SC15,2023/11/15,12,370
SC15,2023/11/18,20,117
SC15,2023/11/9,4,0
SC15,2023/11/25,1,343
SC15,2023/11/10,11,331
SC15,2023/11/22,23,193
SC15,2023/11/11,1,444
SC15,2023/11/19,0,348
SC15,2023/11/27,16,206
SC15,2023/11/3,1,358
SC15,2023/11/21,12,373
SC15,2023/11/21,21,578
SC15,2023/11/23,15,0
SC15,2023/11/10,19,87
SC15,2023/11/16,11,699
SC15,2023/11/7,15,0
SC15,2023/11/20,13,74
SC15,2023/11/20,23,302
SC15,2023/11/2,3,0
SC15,2023/11/9,18,11
SC15,2023/11/14,13,235
SC15,2023/11/14,23,95
SC15,2023/11/16,19,0
SC15,2023/11/22,13,1005
SC56,2023/11/29,17,7
SC56,2023/11/5,15,117
SC56,2023/11/13,22,95
SC56,2023/11/30,13,80
SC56,2023/11/21,8,31
SC56,2023/11/9,4,21
SC56,2023/11/9,13,77
SC56,2023/11/17,22,62
SC56,2023/11/17,7,22
SC56,2023/11/26,20,69
SC56,2023/11/15,12,12
SC56,2023/11/12,21,248
SC56,2023/11/8,11,160
SC56,2023/11/26,16,43
SC56,2023/11/6,20,148
SC56,2023/11/20,14,73
SC56,2023/11/5,4,42
SC56,2023/11/30,23,158
SC56,2023/11/7,16,82
SC56,2023/11/1,22,453
SC56,2023/11/9,23,166
SC56,2023/11/19,8,23
SC56,2023/11/11,10,343
SC56,2023/11/28,12,2
SC56,2023/11/28,21,101
SC56,2023/11/22,14,74
SC56,2023/11/29,14,45
SC56,2023/11/30,20,310
SC56,2023/11/12,16,275
SC56,2023/11/11,5,384
SC56,2023/11/1,19,524
SC56,2023/11/5,18,144
SC56,2023/11/24,19,150
SC56,2023/11/4,2,33
SC56,2023/11/2,8,214
SC56,2023/11/11,3,269
SC56,2023/11/6,9,135
SC56,2023/11/25,20,55
SC56,2023/11/19,16,66
SC56,2023/11/11,20,318
SC56,2023/11/3,3,42
SC56,2023/11/25,22,61
SC56,2023/11/20,9,26
SC56,2023/11/23,11,183
SC56,2023/11/14,12,8
SC56,2023/11/1,20,391
SC56,2023/11/17,17,4
SC56,2023/11/30,18,82
SC56,2023/11/22,0,0
SC56,2023/11/10,0,0
SC56,2023/11/3,22,230
SC56,2023/11/4,9,119
SC56,2023/11/14,13,62
SC56,2023/11/2,21,246
SC56,2023/11/19,19,63
SC56,2023/11/11,13,303
SC56,2023/11/9,6,17
SC56,2023/11/3,7,24
SC56,2023/11/30,9,41
SC56,2023/11/19,18,146
SC56,2023/11/15,16,42
SC56,2023/11/20,10,51
SC56,2023/11/17,19,71
SC56,2023/11/15,18,254
SC56,2023/11/25,7,29
SC56,2023/11/17,10,49
SC56,2023/11/28,9,55
SC56,2023/11/11,22,435
SC56,2023/11/9,9,41
SC56,2023/11/3,15,137
SC56,2023/11/19,13,115
SC56,2023/11/29,23,173
SC56,2023/11/11,7,361
SC56,2023/11/12,10,240
SC56,2023/11/3,19,199
SC56,2023/11/8,12,27
SC56,2023/11/4,14,155
SC56,2023/11/11,19,386
SC56,2023/11/19,9,22
SC56,2023/11/25,19,84
SC56,2023/11/30,14,45
SC56,2023/11/8,21,130
SC56,2023/11/11,11,433
SC56,2023/11/28,14,94
SC56,2023/11/10,14,94
SC56,2023/11/3,11,126
SC56,2023/11/27,0,0
SC56,2023/11/20,16,71
SC56,2023/11/22,16,38
SC56,2023/11/7,20,124
SC56,2023/11/5,5,38
SC56,2023/11/26,21,83
SC56,2023/11/13,10,91
SC56,2023/11/18,21,126
SC56,2023/11/14,16,47
SC56,2023/11/27,22,100
SC56,2023/11/1,3,322
SC56,2023/11/23,20,66
SC56,2023/11/7,2,37
SC56,2023/11/13,17,159
SC56,2023/11/27,7,46
SC56,2023/11/15,21,89
SC56,2023/11/18,20,153
SC56,2023/11/26,12,5
SC56,2023/11/18,12,5
SC56,2023/11/7,3,34
SC56,2023/11/9,11,151
SC56,2023/11/5,0,15
SC56,2023/11/16,14,50
SC56,2023/11/10,2,36
SC56,2023/11/27,10,77
SC56,2023/11/17,18,227
SC56,2023/11/16,20,50
SC56,2023/11/9,19,209
SC56,2023/11/27,17,13
SC56,2023/11/25,9,33
SC56,2023/11/11,9,266
SC56,2023/11/18,16,154
SC56,2023/11/4,21,158
SC56,2023/11/21,15,118
SC56,2023/11/13,1,0
SC56,2023/11/17,23,206
SC56,2023/11/17,13,68
SC56,2023/11/15,7,7
SC56,2023/11/30,12,6
SC56,2023/11/15,22,194
SC56,2023/11/30,21,319
SC56,2023/11/4,12,7
SC56,2023/11/26,7,36
SC56,2023/11/18,7,38
SC56,2023/11/22,17,14
SC56,2023/11/21,9,34
SC56,2023/11/27,23,126
SC56,2023/11/26,22,70
SC56,2023/11/4,1,28
SC56,2023/11/6,4,23
SC56,2023/11/14,9,20
SC56,2023/11/23,19,82
SC56,2023/11/2,2,139
SC56,2023/11/5,8,30
SC56,2023/11/29,20,174
SC56,2023/11/1,5,334
SC56,2023/11/6,23,227
SC56,2023/11/6,13,118
SC56,2023/11/13,16,78
SC56,2023/11/1,15,335
SC56,2023/11/4,3,33
SC56,2023/11/1,21,393
SC56,2023/11/21,22,144
SC56,2023/11/25,16,31
SC56,2023/11/19,14,87
SC56,2023/11/16,0,0
SC56,2023/11/28,7,39
SC56,2023/11/21,7,20
SC56,2023/11/10,20,419
SC56,2023/11/24,21,78
SC56,2023/11/15,23,168
SC56,2023/11/28,22,122
SC56,2023/11/12,18,293
SC56,2023/11/30,22,168
SC56,2023/11/1,12,281
SC56,2023/11/15,13,56
SC56,2023/11/4,22,236
SC56,2023/11/8,18,198
SC56,2023/11/24,12,3
SC56,2023/11/11,16,502
SC56,2023/11/3,16,114
SC56,2023/11/10,5,21
SC56,2023/11/12,12,93
SC56,2023/11/9,3,37
SC56,2023/11/17,14,54
SC56,2023/11/18,13,78
SC56,2023/11/1,1,243
SC56,2023/11/16,15,83
SC56,2023/11/26,23,190
SC56,2023/11/10,15,82
SC56,2023/11/6,0,0
SC56,2023/11/9,8,51
SC56,2023/11/21,16,73
SC56,2023/11/26,13,96
SC56,2023/11/3,10,144
SC56,2023/11/29,9,49
SC56,2023/11/8,19,226
SC56,2023/11/12,11,511
SC56,2023/11/9,0,5
SC56,2023/11/18,23,160
SC56,2023/11/2,9,169
SC56,2023/11/12,19,203
SC56,2023/11/25,17,10
SC56,2023/11/4,4,41
SC56,2023/11/25,10,87
SC56,2023/11/6,18,105
SC56,2023/11/5,12,4
SC56,2023/11/28,13,70
SC56,2023/11/1,7,314
SC56,2023/11/3,17,7
SC56,2023/11/5,21,157
SC56,2023/11/24,22,141
SC56,2023/11/11,17,372
SC56,2023/11/24,7,46
SC56,2023/11/28,23,121
SC56,2023/11/4,23,255
SC56,2023/11/4,13,146
SC56,2023/11/11,12,263
SC56,2023/11/25,12,11
SC56,2023/11/9,10,109
SC56,2023/11/30,7,43
SC56,2023/11/4,7,33
SC56,2023/11/3,21,230
SC56,2023/11/6,1,47
SC56,2023/11/11,21,351
SC56,2023/11/26,15,76
SC56,2023/11/9,17,4
SC56,2023/11/23,0,0
SC56,2023/11/18,15,52
SC56,2023/11/3,12,18
SC56,2023/11/7,0,1
SC56,2023/11/27,19,78
SC56,2023/11/10,22,555
SC56,2023/11/14,8,29
SC56,2023/11/2,6,144
SC56,2023/11/18,18,86
SC56,2023/11/9,21,238
SC56,2023/11/16,22,57
SC56,2023/11/23,10,90
SC56,2023/11/13,15,73
SC56,2023/11/22,8,24
SC56,2023/11/27,12,2
SC56,2023/11/7,11,119
SC56,2023/11/2,20,207
SC56,2023/11/30,0,0
SC56,2023/11/27,11,164
SC56,2023/11/27,21,128
SC56,2023/11/24,15,62
SC56,2023/11/7,19,131
SC56,2023/11/26,18,133
SC56,2023/11/7,17,23
SC56,2023/11/10,7,27
SC56,2023/11/16,7,15
SC56,2023/11/23,17,16
SC56,2023/11/9,12,3
SC56,2023/11/22,9,32
SC56,2023/11/21,17,7
SC56,2023/11/5,1,47
SC56,2023/11/11,18,299
SC56,2023/11/9,15,134
SC56,2023/11/3,18,195
SC56,2023/11/10,3,27
SC56,2023/11/15,14,47
SC56,2023/11/21,10,69
SC56,2023/11/27,16,49
SC56,2023/11/19,0,0
SC56,2023/11/20,13,48
SC56,2023/11/23,15,74
SC56,2023/11/22,13,110
SC56,2023/11/21,21,111
SC56,2023/11/7,10,145
SC56,2023/11/20,8,20
SC56,2023/11/9,18,134
SC56,2023/11/28,0,0
SC56,2023/11/4,0,37
SC56,2023/11/26,9,24
SC56,2023/11/10,11,168
SC56,2023/11/22,23,225
SC56,2023/11/3,2,57
SC56,2023/11/24,14,64
SC56,2023/11/4,8,31
SC56,2023/11/21,20,124
SC56,2023/11/15,9,21
SC56,2023/11/6,21,157
SC56,2023/11/8,7,40
SC56,2023/11/6,12,6
SC56,2023/11/8,22,175
SC56,2023/11/12,7,209
SC56,2023/11/7,15,116
SC56,2023/11/29,11,99
SC56,2023/11/30,15,81
SC56,2023/11/19,10,76
SC56,2023/11/6,22,168
SC56,2023/11/29,19,141
SC56,2023/11/4,15,188
SC56,2023/11/3,20,216
SC56,2023/11/28,8,62
SC56,2023/11/11,2,365
SC56,2023/11/25,21,103
SC56,2023/11/17,16,37
SC56,2023/11/10,6,6
SC56,2023/11/12,4,44
SC56,2023/11/1,8,316
SC56,2023/11/2,11,238
SC56,2023/11/9,1,34
SC56,2023/11/19,17,1
SC56,2023/11/13,9,81
SC56,2023/11/4,5,30
SC56,2023/11/24,8,35
SC56,2023/11/12,13,279
SC56,2023/11/23,18,133
SC56,2023/11/8,23,215
SC56,2023/11/12,23,277
SC56,2023/11/16,16,48
SC56,2023/11/27,8,31
SC56,2023/11/14,20,68
SC56,2023/11/6,3,40
SC56,2023/11/5,6,13
SC56,2023/11/10,16,203
SC56,2023/11/18,14,46
SC56,2023/11/3,1,95
SC56,2023/11/20,20,128
SC56,2023/11/10,1,37
SC56,2023/11/2,18,359
SC56,2023/11/12,22,195
SC56,2023/11/15,15,43
SC56,2023/11/1,14,421
SC56,2023/11/22,20,91
SC56,2023/11/24,20,78
SC56,2023/11/14,21,72
SC56,2023/11/20,21,96
SC56,2023/11/29,8,53
SC56,2023/11/22,12,3
SC56,2023/11/12,17,37
SC56,2023/11/8,4,24
SC56,2023/11/8,13,111
SC56,2023/11/28,15,37
SC56,2023/11/21,18,101
SC56,2023/11/6,16,85
SC56,2023/11/5,11,130
SC56,2023/11/20,12,10
SC56,2023/11/1,2,281
SC56,2023/11/5,19,137
SC56,2023/11/13,7,64
SC56,2023/11/29,18,129
SC56,2023/11/30,8,46
SC56,2023/11/18,0,0
SC56,2023/11/2,19,181
SC56,2023/11/16,12,6
SC56,2023/11/2,17,33
SC56,2023/11/6,2,30
SC56,2023/11/15,0,0
SC56,2023/11/2,10,233
SC56,2023/11/13,8,46
SC56,2023/11/7,14,95
SC56,2023/11/23,14,108
SC56,2023/11/8,10,96
SC56,2023/11/8,17,10
SC56,2023/11/22,21,79
SC56,2023/11/16,21,87
SC56,2023/11/7,18,160
SC56,2023/11/5,14,118
SC56,2023/11/5,23,197
SC56,2023/11/6,7,24
SC56,2023/11/23,16,42
SC56,2023/11/2,15,183
SC56,2023/11/29,10,137
SC56,2023/11/10,21,534
SC56,2023/11/27,18,143
SC56,2023/11/10,12,12
SC56,2023/11/26,0,0
SC56,2023/11/7,7,26
SC56,2023/11/23,22,119
SC56,2023/11/2,23,263
SC56,2023/11/8,15,124
SC56,2023/11/12,15,139
SC56,2023/11/4,6,8
SC56,2023/11/26,14,51
SC56,2023/11/24,17,10
SC56,2023/11/13,11,220
SC56,2023/11/20,18,100
SC56,2023/11/8,0,16
SC56,2023/11/12,0,125
SC56,2023/11/9,14,132
SC56,2023/11/23,7,28
SC56,2023/11/14,18,327
SC56,2023/11/2,13,229
SC56,2023/11/22,18,109
SC56,2023/11/12,5,25
SC56,2023/11/1,10,304
SC56,2023/11/5,3,54
SC56,2023/11/7,22,236
SC56,2023/11/8,5,31
SC56,2023/11/14,14,56
SC56,2023/11/5,13,133
SC56,2023/11/27,20,135
SC56,2023/11/17,12,0
SC56,2023/11/26,19,150
SC56,2023/11/9,7,27
SC56,2023/11/24,10,89
SC56,2023/11/19,20,89
SC56,2023/11/5,16,106
SC56,2023/11/13,19,183
SC56,2023/11/30,10,97
SC56,2023/11/3,9,106
SC56,2023/11/23,8,21
SC56,2023/11/5,2,36
SC56,2023/11/29,7,40
SC56,2023/11/28,17,5
SC56,2023/11/7,21,162
SC56,2023/11/24,16,53
SC56,2023/11/12,8,290
SC56,2023/11/4,17,9
SC56,2023/11/30,17,10
SC56,2023/11/1,16,399
SC56,2023/11/17,15,56
SC56,2023/11/7,6,12
SC56,2023/11/10,13,105
SC56,2023/11/16,13,67
SC56,2023/11/5,9,140
SC56,2023/11/23,23,199
SC56,2023/11/16,9,26
SC56,2023/11/7,12,1
SC56,2023/11/22,11,179
SC56,2023/11/6,5,30
SC56,2023/11/20,11,176
SC56,2023/11/12,3,104
SC56,2023/11/13,20,299
SC56,2023/11/20,7,25
SC56,2023/11/22,7,23
SC56,2023/11/10,18,196
SC56,2023/11/8,3,47
SC56,2023/11/14,19,102
SC56,2023/11/23,13,119
SC56,2023/11/22,19,198
SC56,2023/11/6,14,127
SC56,2023/11/23,21,205
SC56,2023/11/23,12,14
SC56,2023/11/7,4,33
SC56,2023/11/29,22,130
SC56,2023/11/5,20,164
SC56,2023/11/9,22,155
SC56,2023/11/25,14,62
SC56,2023/11/11,14,400
SC56,2023/11/16,23,236
SC56,2023/11/8,8,58
SC56,2023/11/2,7,211
SC56,2023/11/13,18,135
SC56,2023/11/4,10,199
SC56,2023/11/25,0,3
SC56,2023/11/6,15,87
SC56,2023/11/20,19,100
SC56,2023/11/3,5,22
SC56,2023/11/28,20,143
SC56,2023/11/4,20,175
SC56,2023/11/25,15,43
SC56,2023/11/13,12,5
SC56,2023/11/1,11,440
SC56,2023/11/1,6,360
SC56,2023/11/7,23,292
SC56,2023/11/27,14,100
SC56,2023/11/10,9,16
SC56,2023/11/8,16,108
SC56,2023/11/17,21,109
SC56,2023/11/24,11,182
SC56,2023/11/20,22,119
SC56,2023/11/22,22,75
SC56,2023/11/13,13,80
SC56,2023/11/3,0,1
SC56,2023/11/21,0,0
SC56,2023/11/13,21,110
SC56,2023/11/11,15,427
SC56,2023/11/7,8,24
SC56,2023/11/14,11,155
