分拣中心,日期,货量
SC37,2023/10/28,620
SC29,2023/10/28,7778
SC5,2023/10/28,25401
SC23,2023/10/28,3587
SC16,2023/10/28,3352
SC36,2023/10/28,612
SC57,2023/10/28,10789
SC2,2023/10/28,9306
SC12,2023/10/28,6210
SC18,2023/10/28,6529
SC19,2023/10/28,9018
SC58,2023/10/28,685
SC27,2023/10/28,4179
SC1,2023/10/28,53443
SC46,2023/10/28,1421
SC34,2023/10/28,10685
SC14,2023/10/28,1357
SC51,2023/10/28,12462
SC26,2023/10/28,5323
SC32,2023/10/28,2250
SC24,2023/10/28,5898
SC4,2023/10/28,23193
SC28,2023/10/28,1054
SC41,2023/10/28,2623
SC17,2023/10/28,20242
SC40,2023/10/28,4123
SC7,2023/10/28,46556
SC60,2023/10/28,61592
SC10,2023/10/28,39733
SC35,2023/10/28,30461
SC3,2023/10/28,13293
SC30,2023/10/28,5514
SC55,2023/10/28,4124
SC6,2023/10/28,33254
SC22,2023/10/28,7672
SC56,2023/10/28,1765
SC25,2023/10/28,44735
SC48,2023/10/29,692
SC61,2023/10/29,739
SC63,2023/10/29,3863
SC54,2023/10/29,10103
SC68,2023/10/29,1416
SC44,2023/10/29,16085
SC15,2023/10/29,4824
SC66,2023/10/29,703
SC9,2023/10/29,27872
SC53,2023/10/29,30769
SC38,2023/10/29,4443
SC20,2023/10/29,80
SC39,2023/10/29,2672
SC47,2023/10/29,39229
SC8,2023/10/29,41422
SC43,2023/10/29,3007
SC52,2023/10/29,3843
SC31,2023/10/29,11959
SC21,2023/10/29,3226
SC49,2023/10/29,6400
SC37,2023/10/29,723
SC29,2023/10/29,7743
SC5,2023/10/29,23660
SC23,2023/10/29,3399
SC16,2023/10/29,2745
SC36,2023/10/29,478
SC57,2023/10/29,9952
SC2,2023/10/29,8387
SC12,2023/10/29,6370
SC18,2023/10/29,6425
SC19,2023/10/29,9841
SC58,2023/10/29,700
SC27,2023/10/29,3893
SC1,2023/10/29,48554
SC46,2023/10/29,1511
SC34,2023/10/29,9834
SC14,2023/10/29,1254
SC51,2023/10/29,11821
SC26,2023/10/29,5548
SC32,2023/10/29,1917
SC24,2023/10/29,5645
SC4,2023/10/29,21596
SC28,2023/10/29,1002
SC41,2023/10/29,2332
SC17,2023/10/29,18233
SC40,2023/10/29,3549
SC7,2023/10/29,42157
SC60,2023/10/29,61418
SC10,2023/10/29,35983
SC35,2023/10/29,29579
SC3,2023/10/29,12388
SC30,2023/10/29,4242
SC55,2023/10/29,3968
SC6,2023/10/29,29697
SC22,2023/10/29,7220
SC56,2023/10/29,1803
SC25,2023/10/29,41309
SC48,2023/10/30,675
SC61,2023/10/30,1289
SC63,2023/10/30,3928
SC54,2023/10/30,11061
SC68,2023/10/30,1556
SC44,2023/10/30,16465
SC15,2023/10/30,4303
SC66,2023/10/30,740
SC9,2023/10/30,26061
SC53,2023/10/30,31405
SC38,2023/10/30,4634
SC20,2023/10/30,162
SC39,2023/10/30,2704
SC47,2023/10/30,38768
SC8,2023/10/30,40632
SC43,2023/10/30,3048
SC52,2023/10/30,3080
SC31,2023/10/30,11121
SC21,2023/10/30,2358
SC49,2023/10/30,5939
SC37,2023/10/30,780
SC29,2023/10/30,8103
SC5,2023/10/30,21896
SC23,2023/10/30,3459
SC16,2023/10/30,2405
SC36,2023/10/30,578
SC57,2023/10/30,8908
SC2,2023/10/30,9491
SC12,2023/10/30,5921
SC18,2023/10/30,6545
SC19,2023/10/30,10079
SC58,2023/10/30,926
SC27,2023/10/30,4326
SC1,2023/10/30,44495
SC46,2023/10/30,1520
SC34,2023/10/30,9807
SC14,2023/10/30,1690
SC51,2023/10/30,11049
SC26,2023/10/30,5255
SC32,2023/10/30,2865
SC24,2023/10/30,5950
SC4,2023/10/30,21589
SC28,2023/10/30,999
SC41,2023/10/30,2437
SC17,2023/10/30,17495
SC40,2023/10/30,3579
SC7,2023/10/30,37342
SC60,2023/10/30,63613
SC10,2023/10/30,35811
SC35,2023/10/30,27113
SC3,2023/10/30,11957
SC30,2023/10/30,4718
SC55,2023/10/30,4327
SC6,2023/10/30,28932
SC22,2023/10/30,6906
SC56,2023/10/30,1804
SC25,2023/10/30,40392
SC48,2023/10/31,588
SC61,2023/10/31,2336
SC63,2023/10/31,5107
SC54,2023/10/31,15018
SC68,2023/10/31,2172
SC44,2023/10/31,16366
SC15,2023/10/31,4808
SC66,2023/10/31,644
SC9,2023/10/31,31161
SC53,2023/10/31,36585
SC38,2023/10/31,6540
SC20,2023/10/31,151
SC39,2023/10/31,4148
SC47,2023/10/31,41005
SC8,2023/10/31,44403
SC43,2023/10/31,3870
SC52,2023/10/31,6108
SC31,2023/10/31,11185
SC21,2023/10/31,3021
SC49,2023/10/31,7209
SC37,2023/10/31,1241
SC29,2023/10/31,10813
SC5,2023/10/31,24214
SC23,2023/10/31,5377
SC16,2023/10/31,3818
SC36,2023/10/31,906
SC57,2023/10/31,10605
SC2,2023/10/31,12055
SC12,2023/10/31,8055
SC18,2023/10/31,10016
SC19,2023/10/31,13025
SC58,2023/10/31,915
SC27,2023/10/31,6157
SC1,2023/10/31,49178
SC46,2023/10/31,2021
SC34,2023/10/31,15448
SC14,2023/10/31,1669
SC51,2023/10/31,12295
SC26,2023/10/31,3800
SC32,2023/10/31,3481
SC24,2023/10/31,5675
SC4,2023/10/31,25273
SC28,2023/10/31,1618
SC41,2023/10/31,3921
SC17,2023/10/31,19053
SC40,2023/10/31,5053
SC7,2023/10/31,35168
SC60,2023/10/31,63996
SC10,2023/10/31,39608
SC35,2023/10/31,29836
SC3,2023/10/31,11742
SC30,2023/10/31,6618
SC55,2023/10/31,3803
SC6,2023/10/31,29746
SC22,2023/10/31,10554
SC56,2023/10/31,2833
SC25,2023/10/31,43099
SC48,2023/11/1,3313
SC61,2023/11/1,3099
SC63,2023/11/1,11952
SC54,2023/11/1,31559
SC68,2023/11/1,3843
SC44,2023/11/1,34140
SC15,2023/11/1,5937
SC66,2023/11/1,1480
SC9,2023/11/1,57932
SC53,2023/11/1,35310
SC38,2023/11/1,13610
SC20,2023/11/1,113
SC39,2023/11/1,8213
SC47,2023/11/1,91766
SC8,2023/11/1,90566
SC43,2023/11/1,27478
SC52,2023/11/1,14469
SC31,2023/11/1,21599
SC21,2023/11/1,6319
SC49,2023/11/1,11518
SC37,2023/11/1,1241
SC29,2023/11/1,20578
SC5,2023/11/1,54378
SC23,2023/11/1,7315
SC16,2023/11/1,7546
SC36,2023/11/1,2157
SC57,2023/11/1,19947
SC2,2023/11/1,36593
SC12,2023/11/1,16245
SC18,2023/11/1,22141
SC19,2023/11/1,21454
SC58,2023/11/1,1521
SC27,2023/11/1,14347
SC1,2023/11/1,102030
SC46,2023/11/1,3237
SC34,2023/11/1,33209
SC14,2023/11/1,1513
SC51,2023/11/1,22116
SC26,2023/11/1,11294
SC32,2023/11/1,8842
SC24,2023/11/1,13528
SC4,2023/11/1,40819
SC28,2023/11/1,2197
SC41,2023/11/1,7027
SC17,2023/11/1,40597
SC40,2023/11/1,11616
SC7,2023/11/1,91312
SC60,2023/11/1,89699
SC10,2023/11/1,56065
SC35,2023/11/1,44591
SC3,2023/11/1,18859
SC30,2023/11/1,9762
SC55,2023/11/1,11897
SC6,2023/11/1,59911
SC22,2023/11/1,18342
SC56,2023/11/1,8497
SC25,2023/11/1,64269
SC48,2023/11/2,1187
SC61,2023/11/2,1577
SC63,2023/11/2,6833
SC54,2023/11/2,22645
SC68,2023/11/2,2227
SC44,2023/11/2,26563
SC15,2023/11/2,4425
SC66,2023/11/2,848
SC9,2023/11/2,45766
SC53,2023/11/2,41933
SC38,2023/11/2,7010
SC20,2023/11/2,154
SC39,2023/11/2,4565
SC47,2023/11/2,69085
SC8,2023/11/2,68683
SC43,2023/11/2,10008
SC52,2023/11/2,9649
SC31,2023/11/2,18920
SC21,2023/11/2,4542
SC49,2023/11/2,10874
SC37,2023/11/2,551
SC29,2023/11/2,12801
SC5,2023/11/2,43534
SC23,2023/11/2,4673
SC16,2023/11/2,5520
SC36,2023/11/2,1189
SC57,2023/11/2,17123
SC2,2023/11/2,17654
SC12,2023/11/2,16526
SC18,2023/11/2,13714
SC19,2023/11/2,14942
SC58,2023/11/2,1351
SC27,2023/11/2,8757
SC1,2023/11/2,87732
SC46,2023/11/2,2239
SC34,2023/11/2,17032
SC14,2023/11/2,1661
SC51,2023/11/2,19488
SC26,2023/11/2,6571
SC32,2023/11/2,6410
SC24,2023/11/2,8233
SC4,2023/11/2,31414
SC28,2023/11/2,1412
SC41,2023/11/2,3143
SC17,2023/11/2,29164
SC40,2023/11/2,6550
SC7,2023/11/2,70641
SC60,2023/11/2,88949
SC10,2023/11/2,56182
SC35,2023/11/2,41235
SC3,2023/11/2,21054
SC30,2023/11/2,6713
SC55,2023/11/2,5563
SC6,2023/11/2,52865
SC22,2023/11/2,10242
SC56,2023/11/2,4212
SC25,2023/11/2,57261
SC48,2023/11/3,940
SC61,2023/11/3,1591
SC63,2023/11/3,4504
SC54,2023/11/3,13932
SC68,2023/11/3,1903
SC44,2023/11/3,21500
SC15,2023/11/3,5392
SC66,2023/11/3,751
SC9,2023/11/3,36113
SC53,2023/11/3,36469
SC38,2023/11/3,5674
SC20,2023/11/3,108
SC39,2023/11/3,3292
SC47,2023/11/3,57081
SC8,2023/11/3,56926
SC43,2023/11/3,6312
SC52,2023/11/3,5820
SC31,2023/11/3,15032
SC21,2023/11/3,4832
SC49,2023/11/3,8851
SC37,2023/11/3,493
SC29,2023/11/3,9273
SC5,2023/11/3,30675
SC23,2023/11/3,4257
SC16,2023/11/3,3859
SC36,2023/11/3,1210
SC57,2023/11/3,13315
SC2,2023/11/3,14357
SC12,2023/11/3,8863
SC18,2023/11/3,10509
SC19,2023/11/3,14034
SC58,2023/11/3,976
SC27,2023/11/3,6401
SC1,2023/11/3,69025
SC46,2023/11/3,2213
SC34,2023/11/3,12176
SC14,2023/11/3,1593
SC51,2023/11/3,16458
SC26,2023/11/3,5988
SC32,2023/11/3,4369
SC24,2023/11/3,6748
SC4,2023/11/3,27618
SC28,2023/11/3,1268
SC41,2023/11/3,2767
SC17,2023/11/3,23899
SC40,2023/11/3,3973
SC7,2023/11/3,58473
SC60,2023/11/3,73716
SC10,2023/11/3,52988
SC35,2023/11/3,33216
SC3,2023/11/3,16132
SC30,2023/11/3,6617
SC55,2023/11/3,4522
SC6,2023/11/3,40844
SC22,2023/11/3,9861
SC56,2023/11/3,2664
SC25,2023/11/3,51930
SC48,2023/11/4,1005
SC61,2023/11/4,1347
SC63,2023/11/4,4510
SC54,2023/11/4,15166
SC68,2023/11/4,2155
SC44,2023/11/4,20533
SC15,2023/11/4,4748
SC66,2023/11/4,724
SC9,2023/11/4,33688
SC53,2023/11/4,33361
SC38,2023/11/4,5393
SC20,2023/11/4,43
SC39,2023/11/4,3129
SC47,2023/11/4,49737
SC8,2023/11/4,55326
SC43,2023/11/4,6853
SC52,2023/11/4,6177
SC31,2023/11/4,14197
SC21,2023/11/4,3751
SC49,2023/11/4,7662
SC37,2023/11/4,413
SC29,2023/11/4,9050
SC5,2023/11/4,29330
SC23,2023/11/4,4219
SC16,2023/11/4,4045
SC36,2023/11/4,793
SC57,2023/11/4,11516
SC2,2023/11/4,13068
SC12,2023/11/4,7107
SC18,2023/11/4,8658
SC19,2023/11/4,12472
SC58,2023/11/4,813
SC27,2023/11/4,6179
SC1,2023/11/4,61433
SC46,2023/11/4,2073
SC34,2023/11/4,12181
SC14,2023/11/4,1195
SC51,2023/11/4,15144
SC26,2023/11/4,5874
SC32,2023/11/4,3352
SC24,2023/11/4,6532
SC4,2023/11/4,24670
SC28,2023/11/4,1209
SC41,2023/11/4,2248
SC17,2023/11/4,24241
SC40,2023/11/4,3946
SC7,2023/11/4,53482
SC60,2023/11/4,69778
SC10,2023/11/4,45587
SC35,2023/11/4,30067
SC3,2023/11/4,14370
SC30,2023/11/4,6152
SC55,2023/11/4,4748
SC6,2023/11/4,37426
SC22,2023/11/4,9704
SC56,2023/11/4,2668
SC25,2023/11/4,47537
SC48,2023/11/5,769
SC61,2023/11/5,1262
SC63,2023/11/5,4606
SC54,2023/11/5,13144
SC68,2023/11/5,1610
SC44,2023/11/5,18608
SC15,2023/11/5,4522
SC66,2023/11/5,686
SC9,2023/11/5,31450
SC53,2023/11/5,30522
SC38,2023/11/5,4989
SC20,2023/11/5,30
SC39,2023/11/5,2960
SC47,2023/11/5,46762
SC8,2023/11/5,51078
SC43,2023/11/5,4943
SC52,2023/11/5,4315
SC31,2023/11/5,12811
SC21,2023/11/5,3147
SC49,2023/11/5,7668
SC37,2023/11/5,1611
SC29,2023/11/5,8947
SC5,2023/11/5,27827
SC23,2023/11/5,3925
SC16,2023/11/5,3372
SC36,2023/11/5,785
SC57,2023/11/5,11062
SC2,2023/11/5,11082
SC12,2023/11/5,6672
SC18,2023/11/5,8545
SC19,2023/11/5,11018
SC58,2023/11/5,720
SC27,2023/11/5,5171
SC1,2023/11/5,56707
SC46,2023/11/5,1971
SC34,2023/11/5,10979
SC14,2023/11/5,1152
SC51,2023/11/5,14649
SC26,2023/11/5,5327
SC32,2023/11/5,2312
SC24,2023/11/5,6112
SC4,2023/11/5,24277
SC28,2023/11/5,1268
SC41,2023/11/5,2124
SC17,2023/11/5,21579
SC40,2023/11/5,3954
SC7,2023/11/5,49487
SC60,2023/11/5,64786
SC10,2023/11/5,37583
SC35,2023/11/5,31207
SC3,2023/11/5,13873
SC30,2023/11/5,5542
SC55,2023/11/5,4163
SC6,2023/11/5,33781
SC22,2023/11/5,10955
SC56,2023/11/5,2168
SC25,2023/11/5,47651
SC48,2023/11/6,811
SC61,2023/11/6,1258
SC63,2023/11/6,3879
SC54,2023/11/6,12482
SC68,2023/11/6,1504
SC44,2023/11/6,21083
SC15,2023/11/6,3899
SC66,2023/11/6,735
SC9,2023/11/6,31267
SC53,2023/11/6,33926
SC38,2023/11/6,5139
SC20,2023/11/6,113
SC39,2023/11/6,3029
SC47,2023/11/6,44571
SC8,2023/11/6,47261
SC43,2023/11/6,4707
SC52,2023/11/6,3458
SC31,2023/11/6,12802
SC21,2023/11/6,2537
SC49,2023/11/6,7385
SC37,2023/11/6,915
SC29,2023/11/6,9339
SC5,2023/11/6,27332
SC23,2023/11/6,3824
SC16,2023/11/6,2459
SC36,2023/11/6,758
SC57,2023/11/6,10358
SC2,2023/11/6,13009
SC12,2023/11/6,6271
SC18,2023/11/6,7428
SC19,2023/11/6,11135
SC58,2023/11/6,932
SC27,2023/11/6,5214
SC1,2023/11/6,57491
SC46,2023/11/6,1981
SC34,2023/11/6,11018
SC14,2023/11/6,1301
SC51,2023/11/6,13339
SC26,2023/11/6,5777
SC32,2023/11/6,2431
SC24,2023/11/6,6846
SC4,2023/11/6,25346
SC28,2023/11/6,1397
SC41,2023/11/6,2157
SC17,2023/11/6,21294
SC40,2023/11/6,3847
SC7,2023/11/6,43625
SC60,2023/11/6,64651
SC10,2023/11/6,36970
SC35,2023/11/6,30999
SC3,2023/11/6,12941
SC30,2023/11/6,4170
SC55,2023/11/6,4062
SC6,2023/11/6,33680
SC22,2023/11/6,27006
SC56,2023/11/6,2030
SC25,2023/11/6,47774
SC48,2023/11/7,990
SC61,2023/11/7,1287
SC63,2023/11/7,3759
SC54,2023/11/7,12063
SC68,2023/11/7,1668
SC44,2023/11/7,20494
SC15,2023/11/7,4778
SC66,2023/11/7,763
SC9,2023/11/7,31477
SC53,2023/11/7,34979
SC38,2023/11/7,5339
SC20,2023/11/7,332
SC39,2023/11/7,3172
SC47,2023/11/7,45755
SC8,2023/11/7,47844
SC43,2023/11/7,4748
SC52,2023/11/7,5121
SC31,2023/11/7,13261
SC21,2023/11/7,3169
SC49,2023/11/7,7848
SC37,2023/11/7,1373
SC29,2023/11/7,9346
SC5,2023/11/7,27097
SC23,2023/11/7,4032
SC16,2023/11/7,3631
SC36,2023/11/7,862
SC57,2023/11/7,10451
SC2,2023/11/7,11790
SC12,2023/11/7,6834
SC18,2023/11/7,8117
SC19,2023/11/7,11441
SC58,2023/11/7,830
SC27,2023/11/7,5192
SC1,2023/11/7,57672
SC46,2023/11/7,1895
SC34,2023/11/7,10744
SC14,2023/11/7,1252
SC51,2023/11/7,13792
SC26,2023/11/7,5694
SC32,2023/11/7,2955
SC24,2023/11/7,6876
SC4,2023/11/7,26056
SC28,2023/11/7,1646
SC41,2023/11/7,2264
SC17,2023/11/7,21661
SC40,2023/11/7,4274
SC7,2023/11/7,48983
SC60,2023/11/7,65838
SC10,2023/11/7,41142
SC35,2023/11/7,30707
SC3,2023/11/7,13555
SC30,2023/11/7,5513
SC55,2023/11/7,4872
SC6,2023/11/7,35228
SC22,2023/11/7,13022
SC56,2023/11/7,2130
SC25,2023/11/7,50717
SC48,2023/11/8,784
SC61,2023/11/8,1286
SC63,2023/11/8,4288
SC54,2023/11/8,14875
SC68,2023/11/8,1538
SC44,2023/11/8,20578
SC15,2023/11/8,4243
SC66,2023/11/8,769
SC9,2023/11/8,33980
SC53,2023/11/8,37586
SC38,2023/11/8,5395
SC20,2023/11/8,313
SC39,2023/11/8,3259
SC47,2023/11/8,48014
SC8,2023/11/8,50339
SC43,2023/11/8,4674
SC52,2023/11/8,5075
SC31,2023/11/8,13525
SC21,2023/11/8,2882
SC49,2023/11/8,8064
SC37,2023/11/8,1089
SC29,2023/11/8,9495
SC5,2023/11/8,29132
SC23,2023/11/8,3904
SC16,2023/11/8,3377
SC36,2023/11/8,913
SC57,2023/11/8,10988
SC2,2023/11/8,12570
SC12,2023/11/8,6610
SC18,2023/11/8,8587
SC19,2023/11/8,11361
SC58,2023/11/8,901
SC27,2023/11/8,6034
SC1,2023/11/8,62365
SC46,2023/11/8,2220
SC34,2023/11/8,12658
SC14,2023/11/8,1154
SC51,2023/11/8,13961
SC26,2023/11/8,5739
SC32,2023/11/8,2864
SC24,2023/11/8,6824
SC4,2023/11/8,26577
SC28,2023/11/8,1639
SC41,2023/11/8,2148
SC17,2023/11/8,22647
SC40,2023/11/8,4347
SC7,2023/11/8,48074
SC60,2023/11/8,64305
SC10,2023/11/8,38895
SC35,2023/11/8,32769
SC3,2023/11/8,14059
SC30,2023/11/8,4672
SC55,2023/11/8,4274
SC6,2023/11/8,37105
SC22,2023/11/8,12164
SC56,2023/11/8,2253
SC25,2023/11/8,52404
SC48,2023/11/9,771
SC61,2023/11/9,1453
SC63,2023/11/9,4161
SC54,2023/11/9,12658
SC68,2023/11/9,1285
SC44,2023/11/9,20501
SC15,2023/11/9,4532
SC66,2023/11/9,784
SC9,2023/11/9,33780
SC53,2023/11/9,37321
SC38,2023/11/9,4768
SC20,2023/11/9,951
SC39,2023/11/9,2998
SC47,2023/11/9,46419
SC8,2023/11/9,48713
SC43,2023/11/9,4101
SC52,2023/11/9,4983
SC31,2023/11/9,13827
SC21,2023/11/9,2578
SC49,2023/11/9,7916
SC37,2023/11/9,624
SC29,2023/11/9,8929
SC5,2023/11/9,27967
SC23,2023/11/9,3877
SC16,2023/11/9,2661
SC36,2023/11/9,858
SC57,2023/11/9,11128
SC2,2023/11/9,11224
SC12,2023/11/9,6563
SC18,2023/11/9,8012
SC19,2023/11/9,10498
SC58,2023/11/9,1034
SC27,2023/11/9,5097
SC1,2023/11/9,58697
SC46,2023/11/9,2559
SC34,2023/11/9,11030
SC14,2023/11/9,1226
SC51,2023/11/9,14586
SC26,2023/11/9,5615
SC32,2023/11/9,2832
SC24,2023/11/9,6510
SC4,2023/11/9,25787
SC28,2023/11/9,1662
SC41,2023/11/9,2191
SC17,2023/11/9,22587
SC40,2023/11/9,3783
SC7,2023/11/9,46548
SC60,2023/11/9,67318
SC10,2023/11/9,39553
SC35,2023/11/9,32634
SC3,2023/11/9,14139
SC30,2023/11/9,5677
SC55,2023/11/9,4264
SC6,2023/11/9,39140
SC22,2023/11/9,11653
SC56,2023/11/9,2091
SC25,2023/11/9,52035
SC48,2023/11/10,663
SC61,2023/11/10,1899
SC63,2023/11/10,5324
SC54,2023/11/10,16050
SC68,2023/11/10,2470
SC44,2023/11/10,18700
SC15,2023/11/10,5125
SC66,2023/11/10,730
SC9,2023/11/10,34896
SC53,2023/11/10,37544
SC38,2023/11/10,6938
SC20,2023/11/10,398
SC39,2023/11/10,4389
SC47,2023/11/10,48322
SC8,2023/11/10,50514
SC43,2023/11/10,4016
SC52,2023/11/10,6944
SC31,2023/11/10,12627
SC21,2023/11/10,3457
SC49,2023/11/10,7805
SC37,2023/11/10,809
SC29,2023/11/10,10694
SC5,2023/11/10,31097
SC23,2023/11/10,5422
SC16,2023/11/10,3158
SC36,2023/11/10,1084
SC57,2023/11/10,10952
SC2,2023/11/10,14065
SC12,2023/11/10,8769
SC18,2023/11/10,10378
SC19,2023/11/10,13296
SC58,2023/11/10,1180
SC27,2023/11/10,6432
SC1,2023/11/10,57044
SC46,2023/11/10,2868
SC34,2023/11/10,16504
SC14,2023/11/10,1376
SC51,2023/11/10,13804
SC26,2023/11/10,5511
SC32,2023/11/10,4244
SC24,2023/11/10,6156
SC4,2023/11/10,24167
SC28,2023/11/10,2405
SC41,2023/11/10,3504
SC17,2023/11/10,20639
SC40,2023/11/10,5510
SC7,2023/11/10,47703
SC60,2023/11/10,70312
SC10,2023/11/10,42631
SC35,2023/11/10,32998
SC3,2023/11/10,13791
SC30,2023/11/10,7943
SC55,2023/11/10,4270
SC6,2023/11/10,37211
SC22,2023/11/10,16009
SC56,2023/11/10,3312
SC25,2023/11/10,45969
SC48,2023/11/11,3414
SC61,2023/11/11,3203
SC63,2023/11/11,13382
SC54,2023/11/11,36668
SC68,2023/11/11,4083
SC44,2023/11/11,37653
SC15,2023/11/11,4521
SC66,2023/11/11,1860
SC9,2023/11/11,68147
SC53,2023/11/11,38904
SC38,2023/11/11,13808
SC20,2023/11/11,381
SC39,2023/11/11,7703
SC47,2023/11/11,99938
SC8,2023/11/11,97971
SC43,2023/11/11,19520
SC52,2023/11/11,17103
SC31,2023/11/11,23131
SC21,2023/11/11,6811
SC49,2023/11/11,14217
SC37,2023/11/11,541
SC29,2023/11/11,22998
SC5,2023/11/11,59809
SC23,2023/11/11,8819
SC16,2023/11/11,7096
SC36,2023/11/11,2463
SC57,2023/11/11,20934
SC2,2023/11/11,38966
SC12,2023/11/11,20634
SC18,2023/11/11,21312
SC19,2023/11/11,25946
SC58,2023/11/11,1235
SC27,2023/11/11,16413
SC1,2023/11/11,107715
SC46,2023/11/11,3039
SC34,2023/11/11,34543
SC14,2023/11/11,1521
SC51,2023/11/11,24346
SC26,2023/11/11,13697
SC32,2023/11/11,9849
SC24,2023/11/11,16506
SC4,2023/11/11,46224
SC28,2023/11/11,4423
SC41,2023/11/11,7352
SC17,2023/11/11,45478
SC40,2023/11/11,11004
SC7,2023/11/11,94075
SC60,2023/11/11,100006
SC10,2023/11/11,62147
SC35,2023/11/11,47552
SC3,2023/11/11,19217
SC30,2023/11/11,15034
SC55,2023/11/11,13813
SC6,2023/11/11,70549
SC22,2023/11/11,31020
SC56,2023/11/11,8934
SC25,2023/11/11,63782
SC48,2023/11/12,1776
SC61,2023/11/12,2806
SC63,2023/11/12,8231
SC54,2023/11/12,25709
SC68,2023/11/12,2297
SC44,2023/11/12,32427
SC15,2023/11/12,5772
SC66,2023/11/12,1258
SC9,2023/11/12,55161
SC53,2023/11/12,46038
SC38,2023/11/12,7509
SC20,2023/11/12,704
SC39,2023/11/12,4876
SC47,2023/11/12,82474
SC8,2023/11/12,87477
SC43,2023/11/12,13808
SC52,2023/11/12,13542
SC31,2023/11/12,22565
SC21,2023/11/12,6167
SC49,2023/11/12,12717
SC37,2023/11/12,814
SC29,2023/11/12,14143
SC5,2023/11/12,52569
SC23,2023/11/12,6007
SC16,2023/11/12,6951
SC36,2023/11/12,1389
SC57,2023/11/12,19442
SC2,2023/11/12,23197
SC12,2023/11/12,15744
SC18,2023/11/12,16247
SC19,2023/11/12,18723
SC58,2023/11/12,817
SC27,2023/11/12,10868
SC1,2023/11/12,99577
SC46,2023/11/12,3008
SC34,2023/11/12,17791
SC14,2023/11/12,1575
SC51,2023/11/12,24234
SC26,2023/11/12,8831
SC32,2023/11/12,6424
SC24,2023/11/12,11673
SC4,2023/11/12,44611
SC28,2023/11/12,3967
SC41,2023/11/12,4306
SC17,2023/11/12,36879
SC40,2023/11/12,6753
SC7,2023/11/12,83983
SC60,2023/11/12,107386
SC10,2023/11/12,65150
SC35,2023/11/12,47323
SC3,2023/11/12,22327
SC30,2023/11/12,6501
SC55,2023/11/12,8914
SC6,2023/11/12,64058
SC22,2023/11/12,28835
SC56,2023/11/12,4659
SC25,2023/11/12,63953
SC48,2023/11/13,780
SC61,2023/11/13,1327
SC63,2023/11/13,2638
SC54,2023/11/13,13062
SC68,2023/11/13,1451
SC44,2023/11/13,25381
SC15,2023/11/13,3822
SC66,2023/11/13,812
SC9,2023/11/13,39432
SC53,2023/11/13,47565
SC38,2023/11/13,4196
SC20,2023/11/13,252
SC39,2023/11/13,2524
SC47,2023/11/13,59275
SC8,2023/11/13,56124
SC43,2023/11/13,5728
SC52,2023/11/13,10256
SC31,2023/11/13,16894
SC21,2023/11/13,4909
SC49,2023/11/13,9144
SC37,2023/11/13,767
SC29,2023/11/13,8475
SC5,2023/11/13,33405
SC23,2023/11/13,3989
SC16,2023/11/13,7448
SC36,2023/11/13,597
SC57,2023/11/13,13678
SC2,2023/11/13,12344
SC12,2023/11/13,4786
SC18,2023/11/13,8611
SC19,2023/11/13,9897
SC58,2023/11/13,858
SC27,2023/11/13,6151
SC1,2023/11/13,73365
SC46,2023/11/13,1975
SC34,2023/11/13,10031
SC14,2023/11/13,1360
SC51,2023/11/13,19071
SC26,2023/11/13,5027
SC32,2023/11/13,3521
SC24,2023/11/13,7191
SC4,2023/11/13,35644
SC28,2023/11/13,4147
SC41,2023/11/13,1918
SC17,2023/11/13,26222
SC40,2023/11/13,3395
SC7,2023/11/13,60126
SC60,2023/11/13,97501
SC10,2023/11/13,57625
SC35,2023/11/13,38145
SC3,2023/11/13,19350
SC30,2023/11/13,5063
SC55,2023/11/13,4782
SC6,2023/11/13,38737
SC22,2023/11/13,25479
SC56,2023/11/13,2336
SC25,2023/11/13,54172
SC48,2023/11/14,712
SC61,2023/11/14,839
SC63,2023/11/14,2015
SC54,2023/11/14,8831
SC68,2023/11/14,1401
SC44,2023/11/14,20146
SC15,2023/11/14,4500
SC66,2023/11/14,708
SC9,2023/11/14,32350
SC53,2023/11/14,41609
SC38,2023/11/14,3416
SC20,2023/11/14,130
SC39,2023/11/14,2145
SC47,2023/11/14,52677
SC8,2023/11/14,47671
SC43,2023/11/14,3692
SC52,2023/11/14,3856
SC31,2023/11/14,14380
SC21,2023/11/14,4710
SC49,2023/11/14,8572
SC37,2023/11/14,688
SC29,2023/11/14,6911
SC5,2023/11/14,27302
SC23,2023/11/14,3625
SC16,2023/11/14,5552
SC36,2023/11/14,579
SC57,2023/11/14,10937
SC2,2023/11/14,10701
SC12,2023/11/14,4020
SC18,2023/11/14,6705
SC19,2023/11/14,9687
SC58,2023/11/14,923
SC27,2023/11/14,5120
SC1,2023/11/14,58689
SC46,2023/11/14,2024
SC34,2023/11/14,7372
SC14,2023/11/14,1396
SC51,2023/11/14,14909
SC26,2023/11/14,4834
SC32,2023/11/14,2031
SC24,2023/11/14,5982
SC4,2023/11/14,26394
SC28,2023/11/14,2208
SC41,2023/11/14,1505
SC17,2023/11/14,23164
SC40,2023/11/14,2872
SC7,2023/11/14,45602
SC60,2023/11/14,77011
SC10,2023/11/14,54883
SC35,2023/11/14,33587
SC3,2023/11/14,15452
SC30,2023/11/14,5495
SC55,2023/11/14,4094
SC6,2023/11/14,35173
SC22,2023/11/14,13785
SC56,2023/11/14,1460
